TAC,manufacturer,model,aka,os,year,lte
35712500,Nokia,P600,P600\, 6630,Proprietary,,0
35712501,Pratham Telecom India,Pratham Telecom India Bleu 351x,,Proprietary,,0
35712502,Shenzhen Elitek Communication,Fn5868,,Proprietary,,0
35712503,Eiroga,Eiroga K900+,,Proprietary,,0
35712504,Samsung,S5263 Star II,,Proprietary,,0
35712505,Lg,LG LG,LG LG-E425f,Android,2013,0
35712600,Grundig,M130,M130\, M131,Proprietary,,0
35712601,Pratham Telecom India,Bleu 454x,,Proprietary,,0
35712602,Beijing Tianyu Communication,K,K-touch A192,Proprietary,,0
35712603,Shenzhen Lovme Technology,Lm677,,Proprietary,,0
35712604,Samsung,E3210L,,Proprietary,,0
35712605,Samsung,Samsung GT,Samsung GT-S5312,Android,2013,0
35712700,Alcatel,GLAMPHONE,ELLE\, ElleNo  1  BL1\, ElleNo1BL1\, Elle No 1BL1,Proprietary,,0
35712701,Pratham Telecom India,Bleu 252x,,Proprietary,,0
35712702,Beijing Tianyu Communication,K,K-touch A193,Proprietary,,0
35712703,Shenzhen Kdi Communication,Anycool T55,,Proprietary,,0
35712704,Samsung,C6712 Star II Duos,,Proprietary,,0
35712705,Samsung,Samsung GT,Samsung GT-S5310E,Android,2013,0
35712800,Samsung,SGH,SGH-D730,Proprietary,,0
35712801,Shenzhen Gaoxinqi Technology,Gxq Dt2339,,Proprietary,,0
35712802,Zhongshan Guoxintong Science,Gd668,,Proprietary,,0
35712803,Shenzhen Kdi Communication,Kingbond T55,,Proprietary,,0
35712804,Samsung,C6712 Star II Duos,,Proprietary,,0
35712805,Samsung,Samsung SM,Samsung SM-N9009,Proprietary,2013,0
35712900,Ningbo Aux Air,AUX T20,,Proprietary,,0
35712901,Gxq,Gxq Dt2338,Gxq Dt2338\, DT2338,Proprietary,,0
35712902,Jiangsu Gaotong Technology,Gt A818,,Proprietary,,0
35712903,Pantech Co Ltd,Im,Im-r520s,Proprietary,,0
35712904,Samsung,A300K,,Proprietary,,0
35712905,Samsung,Samsung SM,Samsung SM-N9009,Proprietary,2013,0
35713000,Huawei,E620,E620\, E226E620 E226: USB E620: PCMCIA\, E226 E620E226: USB E620: PCMCIA,Proprietary,,0
35713001,Techfaith Wireless Communication,Gc162,Gc162-i,Proprietary,,0
35713002,Ningbo Yidong Electronic,Ht6700,,Proprietary,,0
35713004,Samsung,A300S,,Proprietary,,0
35713005,Samsung,Samsung SM,Samsung SM-G730A,Proprietary,2013,1
35713100,Kbt Mobile Co,ES805,,Proprietary,,0
35713101,Techfaith Wireless Communication,T7620,T7620-t,Proprietary,,0
35713102,Dalian Daxian Pantech,X521,,Proprietary,,0
35713103,Shenzhen 3Gnet Technology,G8200,,Proprietary,,0
35713104,Samsung,T979,,Proprietary,,0
35713105,Samsung,Samsung SCH,Samsung SCH-P709,Proprietary,2013,0
35713200,Kbt Mobile Co,EV200,,Proprietary,,0
35713201,Jiangsu Gaotong Technology,Gt M910,,Proprietary,,0
35713202,Samsung,SGH,SGH-M310,Proprietary,,0
35713203,Huawei,K3520,,Proprietary,,0
35713204,Samsung,E3210L,,Proprietary,,0
35713205,Samsung,Samsung SCH,Samsung SCH-P709,Proprietary,2013,0
35713300,Tcl Mobile Communication,GM788,,Proprietary,,0
35713301,Jiangsu Gaotong Technology,Gt M920,,Proprietary,,0
35713302,Samsung,SGH,SGH-C260,Proprietary,,0
35713303,Huawei,E156,E156\, E156G,Proprietary,,0
35713304,Mark-2 International Ltd,Mark,Mark-2,Proprietary,,0
35713305,Samsung,Samsung GT,Samsung GT-I8552,Android,2013,0
35713400,Tcl Mobile Communication,GD81,GD81-E,Proprietary,,0
35713401,Zhejiang Holley Communications,H3399,,Proprietary,,0
35713402,Samsung,SGH,SGH-D900i,Proprietary,,0
35713403,Samsung,Samsung E1150,,Proprietary,,0
35713404,Pantech Co Ltd,SKY IM,SKY IM-A740S,Proprietary,,0
35713405,Samsung,Samsung GT,Samsung GT-I8552,Android,2013,0
35713500,Lg,M4400,,Proprietary,,0
35713501,Huizhou Cayon Technology,Cayou V133,,Proprietary,,0
35713502,Shenzhen Yixu Electron,Bdbal,,Proprietary,,0
35713503,Samsung,Samsung E2100b,,Proprietary,,0
35713504,Pantech Co Ltd,SKY IM,SKY IM-A750K,Proprietary,,0
35713505,Samsung,Samsung GT,Samsung GT-S6810L,Android,2013,0
35713600,Lg,M4410,,Proprietary,,0
35713601,Jiangsu Gaotong Technology,Gt G591,,Proprietary,,0
35713602,Shenzhen Yixu Electron,Bdbal,,Proprietary,,0
35713603,Samsung,Samsung Star S5230,,Proprietary,,0
35713604,Gongqingcheng Cellon Communication,Cellon Communications,,Proprietary,,0
35713605,Samsung,Samsung GT,Samsung GT-S6102B,Android,2013,0
35713700,Inosat - Consultoria,INOSLV,,Proprietary,,0
35713701,Samsung,Samsung Sgh E576,,Proprietary,,0
35713702,Guangzhou Jinpeng Group,A7833,,Proprietary,,0
35713703,Hk Haren Communication,Vs ,Vs & Me V808c,Proprietary,,0
35713704,Ericsson,F5521gw,,Proprietary,,0
35713705,Samsung,Samsung GT,Samsung GT-S6102B,Android,2013,0
35713800,Samsung,SGH,SGH-E530C,Proprietary,,0
35713801,Samsung,Samsung Sgh E570l,,Proprietary,,0
35713802,Guangzhou Jinpeng Group,A1958,,Proprietary,,0
35713803,Far-Sighted,X200e,X200e\, X200E,Proprietary,,0
35713804,Ericsson,F5521gw,,Proprietary,,0
35713805,Samsung,Samsung GT,Samsung GT-I9500,Android,2013,0
35713900,Samsung,SGH,SGH-E538\, SGH-E568,Proprietary,,0
35713901,Samsung,SGH,SGH-M300V,Proprietary,,0
35713902,Guangzhou Jinpeng Group,Guangzhou Jinpeng A1978,,Proprietary,,0
35713903,Shenzhen Lovme Technology,LM667,,Proprietary,,0
35713904,Samsung,E2222,,Proprietary,,0
35713905,Samsung,Samsung GT,Samsung GT-I9505,Android,2013,1
35714000,Dalian Daxian Telecom,DAXIAN TY808,,Proprietary,,0
35714001,Samsung,SGH,SGH-M300V\, SGH-M300v,Proprietary,,0
35714002,Htc,Htc Touch Pro,Htc Touch Pro\, TouchDiamond,Proprietary,,0
35714003,Tai,Firefly E100,Firefly E100\, Po,Proprietary,,0
35714004,Fujitsu Ltd,F,F-12C,Proprietary,,0
35714005,Samsung,Samsung GT,Samsung GT-N7108D,Android,2013,1
35714100,Dalian Daxian Telecom,DAXIAN TY768,,Proprietary,,0
35714101,Beijing Capitel Co,Capitel P602,,Proprietary,,0
35714102,Huawei,EM770,,Proprietary,,0
35714103,Far-Sighted Internationalhkco Ltd,Firefly E100,,Proprietary,,0
35714104,Fujitsu Ltd,Style F,Style F-02D,Proprietary,,0
35714105,Samsung,Samsung SM,Samsung SM-G3812,Proprietary,2013,0
35714200,Dalian Daxian Telecom,DAXIAN TY798,,Proprietary,,0
35714201,Jiangsu Gaotong Technology,Gt Mobile Gt G505,,Proprietary,,0
35714202,Mastone Communication Electrical,Mastone M8,,Proprietary,,0
35714203,Shenzhen Xinzhuoyue Technology,Zoye E128,,Proprietary,,0
35714204,Pt Hartono Istana,POLYTRON PG 3000T,,Proprietary,,0
35714205,Samsung,Samsung SM,Samsung SM-G3812,Proprietary,2013,0
35714300,Dalian Daxian Telecom,DAXIAN TY758,,Proprietary,,0
35714301,Sony Ericsson,W580i,W580i\, W580c Ericsson\, W580c W580i,Proprietary,,0
35714302,Mastone Communication Electrical,Mastone S1,,Proprietary,,0
35714303,Dongguan Jinming Electronics,HOSIN S66,,Proprietary,,0
35714304,Huawei,U5500,,Proprietary,,0
35714305,Samsung,Samsung GT,Samsung GT-I9500,Android,2013,0
35714400,Dalian Daxian Telecom,DAXIAN TY818,,Proprietary,,0
35714401,Zte,Momo Design Md,Momo Design Md-2\, CorporationF232 momodesign MD2\, F232momodesign MD2,Proprietary,,0
35714402,Mastone Communication Electrical,Mastone C500,,Proprietary,,0
35714403,Bandrich Inc,C320,,Proprietary,,0
35714404,Samsung,S8530B,,Proprietary,,0
35714405,Samsung,Samsung GT,Samsung GT-E2232,Proprietary,2013,0
35714500,Dalian Daxian Telecom,DAXIAN TY806,,Proprietary,,0
35714501,Zte,Zte F153,Zte F153\, CorporationZTE  153\, CorporationZTE153\, ZTE 153,Proprietary,,0
35714502,Mastone Communication Electrical,Mastone M515,,Proprietary,,0
35714503,Lg,Lg Gb108,Lg Gb108\, GB108,Proprietary,,0
35714504,Samsung,S5233T,,Proprietary,,0
35714505,Samsung,Samsung GT,Samsung GT-E2232,Proprietary,2013,0
35714600,Dalian Daxian Telecom,DAXIAN TY816,,Proprietary,,0
35714601,Benq,Titan,,Proprietary,,0
35714602,Shenzhen Zaxid Technology,An007,,Proprietary,,0
35714603,Egltel,Egltel V1,,Proprietary,,0
35714604,Walton Plaza,WALTON B05,,Proprietary,,0
35714700,Dalian Daxian Telecom,DAXIAN TY800,,Proprietary,,0
35714701,Nanjing Panda Mobile,Gm666,,Proprietary,,0
35714702,Rockwell Collins Inc,Rockwell Collins Satcom,,Proprietary,,0
35714703,Egltel,Egltel V2,,Proprietary,,0
35714704,Huawei,Vodafone 858 Smart,,Proprietary,,0
35714800,Cec Telecommuncations Coltdcec,CECT TY630,,Proprietary,,0
35714801,Nanjing Panda Mobile,Gm980,,Proprietary,,0
35714802,Guangzhou Gaojin High,Vcall V336,,Proprietary,,0
35714803,Shenzhen Newway Digital,Egltel V3,,Proprietary,,0
35714804,Huawei,K5005,,Proprietary,,1
35714900,Cec Telecommuncations Coltdcec,CECT TY660,,Proprietary,,0
35714901,Kaihong Mobile Communication,Changhong M658,,Proprietary,,0
35714902,Sony Ericsson,C902,C902\, C902 Ericsson\, C9023052101-BV,Proprietary,,0
35714903,Shenzhen Newway Digital,Egltel V4,,Proprietary,,0
35714904,Huawei,E398,,Proprietary,,1
35715000,Cec Telecommuncations Coltdcec,CECT TY620,,Proprietary,,0
35715001,Kaihong Mobile Communication,Changhongm698,,Proprietary,,0
35715002,Shenzhen Pulid Communication,D2158,,Proprietary,,0
35715003,Shenzhen Newway Digital,Egltel V5,,Proprietary,,0
35715004,Samsung,C5212i,,Proprietary,,0
35715100,Cec Telecommuncations Coltdcec,CECT TY650,,Proprietary,,0
35715101,Zte Corporation,Brionvega N7010,,Proprietary,,0
35715102,Shenzhen Pulid Communication,D2168,,Proprietary,,0
35715103,Egltel,V6,,Proprietary,,0
35715104,Samsung,C5212i,,Proprietary,,0
35715105,Lg,LG LG,LG LG-E435k,Android,2013,0
35715200,Cec Telecommuncations Coltdcec,CECT TY610,,Proprietary,,0
35715201,Selex Communications S,Rgm800 One,,Proprietary,,0
35715202,Shenzhen Pulid Communication,D2128,,Proprietary,,0
35715203,Egltel,Egltel V7,,Proprietary,,0
35715204,Gongqingcheng Cellon Communication,i,i-mobile,Proprietary,,0
35715205,Yi Sheng Technology,PEL M66,PEL M66\,M88\,I5\,I6,Proprietary,2013,0
35715300,Dalian Daxian Telecom,DAXIAN TY788,,Proprietary,,0
35715301,Huizhou Cayon Technology,Huizhou Cayon V133,,Proprietary,,0
35715302,Shenzhen Pulid Communication,D2138,,Proprietary,,0
35715303,Egltel,Egltel V8,,Proprietary,,0
35715304,Huawei,HUAWEI G3612,,Proprietary,,0
35715305,Cellular Communications Limited,Cellular A 106,Cellular A 106\,,Proprietary,2013,0
35715400,Sistemas Avanzados Telecom,Estacion control hidrante,,Proprietary,,0
35715401,Sony Ericsson,unknown,W610i/c\, W610c Ericsson\, W610c W610i,Proprietary,,0
35715402,Research In Motion,BlackBerry 8320 Curve,BlackBerry 8320 Curve\, Blackberry Curve  8320\, Blackberry Curve8320\, Blackberry Curve 8320,Blackberry,,0
35715403,Egltel,Egltel V9,,Proprietary,,0
35715404,Samsung,S1 Galaxy S Aries,,Proprietary,,0
35715405,Asian-Star Technology (Hong,YXTEL G710,YXTEL G710\,G905\,G906\,G908,Proprietary,2013,0
35715500,Sagem,myD10,,Proprietary,,0
35715501,Sony Ericsson,W660i,W660i\, W660c Ericsson\, W660c W660i,Proprietary,,0
35715502,Research In Motion,BlackBerry 8310 Curve,,Blackberry,,0
35715503,Shenzhen Newway Digital,Egltel M1,,Proprietary,,0
35715504,Samsung,i917R,,Proprietary,,0
35715505,Ttshine Mobile Technology,TTSHINE C6,TTSHINE C6\, C7 \,C8,Proprietary,2013,0
35715600,Gizmondo Europe Ltd,Gizmondo,,Proprietary,,0
35715601,Shenzhen Gaoxinqi Technology,Gxq N83,,Proprietary,,0
35715602,Guang Dong Gaoke,Gk208,,Proprietary,,0
35715603,Shenzhen Newway Digital,Egltel M2,,Proprietary,,0
35715604,Samsung,i917R,,Proprietary,,0
35715605,Kingo Technology Group,CICI N9330 Note2,CICI N9330 Note2 \,N9558 Note2,Proprietary,2013,0
35715700,Gizmondo Europe Ltd,Gizmondo,,Proprietary,,0
35715701,Shenzhen Gaoxinqi Technology,Gxq N83,,Proprietary,,0
35715702,Guang Dong Gaoke,Gk769,,Proprietary,,0
35715703,Egltel,Egltel M3,,Proprietary,,0
35715704,Samsung,S3850 Corby II,,Proprietary,,0
35715705,Sony,Sony M35c,,Proprietary,2013,0
35715800,Samsung,SGH,SGH-ZV10,Proprietary,,0
35715801,Shenzhen Tinno Mobile,K 70,,Proprietary,,0
35715802,Shenzhen Unistar Communication,Unistar U9258,,Proprietary,,0
35715803,Jiangsu Jiatong Communication,Gt Md688,,Proprietary,,0
35715804,Samsung,S3850 Corby II,,Proprietary,,0
35715805,Globe Wireless Llc,iFusion Globe i500,iFusion Globe i500-S3,Proprietary,2013,0
35715900,Samsung,SGH,SGH-ZX10,Proprietary,,0
35715901,Dalian Daxian Pantech,X799,,Proprietary,,0
35715902,Jxd,Jxd M660,,Proprietary,,0
35715903,Jiangsu Jiatong Communication,Gt Md989,,Proprietary,,0
35715904,Samsung,Anycall W289,,Proprietary,,0
35715905,Htc,HTC 0P15200,,Proprietary,2013,0
35716000,Group Sense Pda,X,X-Pro P368,Proprietary,,0
35716001,Shenzhen Shineinfor Technologies,Cect Ym108,,Proprietary,,0
35716002,Shenzhen Global Telnet,Bak,,Proprietary,,0
35716003,Flying Technology Development,Meyzu M3,,Proprietary,,0
35716004,Samsung,I9001 Galaxy S Plus,,Proprietary,,0
35716005,Phone Care Branch,Bee Bee 9500,,Proprietary,2013,0
35716100,Gradiente,myC3,myC3-2\, GF600,Proprietary,,0
35716101,Ningbo Bird Co,Bird S759,,Proprietary,,0
35716102,Techfaith Wireless Communication,Techfaith Wireless Cg100,,Proprietary,,0
35716103,Flying Technology Development,Meyzu M6,,Proprietary,,0
35716104,Sierrawireless,AirCard 753S Mobile Hotspot,,Proprietary,,0
35716200,Sagem,MY C4,myC4-2,Proprietary,,0
35716201,Ningbo Bird Co,Bird F201,,Proprietary,,0
35716202,Novatel Wireless Inc,Ovation Mc910d,,Proprietary,,0
35716203,Flying Technology Development,Meyzu M5,,Proprietary,,0
35716204,Samsung,E1050V,,Proprietary,,0
35716300,Research In Motion,BlackBerry 7105t,BlackBerry 7105t\, Blackberry  7105\, Blackberry7105\, Blackberry 7105,Blackberry,,0
35716301,Huizhou Cayon Technology,Huizhou Cayon V135,,Proprietary,,0
35716302,Ipwireless Inc,Aau,,Proprietary,,0
35716303,Flying Technology Development,Meyzu M9,,Proprietary,,0
35716304,Telit Communications Spa,Telit HE864,,Proprietary,,0
35716400,Amoi Electronics Co,A90,,Proprietary,,0
35716401,Shenzhen Shineinfor Technologies,Cosun 8626,,Proprietary,,0
35716402,Samsung,Samsung Sgh B520,Samsung Sgh B520\, ElectronicsSGH-B520,Proprietary,,0
35716403,Flying Technology Development,Wentto Mobile F7,,Proprietary,,0
35716404,Telit Communications Spa,HE910,,Proprietary,,0
35716500,Mobicom Corporation,2188,,Proprietary,,0
35716501,Samsung,Samsung Sgh A747,Samsung Sgh A747\, SGH-A747,Proprietary,,0
35716502,Shenzhen Sky Tango,Tecno T636+,,Proprietary,,0
35716503,Flying Technology Development,Wentto Mobile F5,,Proprietary,,0
35716504,Samsung,GT,GT-E1081T,Proprietary,,0
35716600,Mobicom Corporation,2188,,Proprietary,,0
35716601,Samsung,Samsung Sch W240,,Proprietary,,0
35716602,Mastone Communication Electrical,L100,,Proprietary,,0
35716603,Flying Technology Development,Dolia M3,,Proprietary,,0
35716604,Samsung,E1160i,,Proprietary,,0
35716700,Samsung,SGH,SGH-C238\, SGH-C230C238\, SGH-C230 C238,Proprietary,,0
35716701,Samsung,Sgh,Sgh-t649,Proprietary,,0
35716702,Samsung,Samsung C6620,Samsung C6620\, SGH-C6620,Proprietary,,0
35716703,Flying Technology Development,Dolia M6,,Proprietary,,0
35716704,Samsung,C3222W,,Proprietary,,0
35716800,Samsung,SGH,SGH-C230\, SGH-230,Proprietary,,0
35716801,Gionee Communication Equipment,Gionee  D58,,Proprietary,,0
35716802,Samsung,Samsung M3510 Beat,,Proprietary,,0
35716803,Flying Technology Development,Dolia M9,,Proprietary,,0
35716804,Samsung,C3222W,,Proprietary,,0
35716900,Samsung,SGH,SGH-E538,Proprietary,,0
35716901,Gionee Communication Equipment,Gionee  D5800,,Proprietary,,0
35716902,Samsung,Samsung Sgh F480l,Samsung Sgh F480l\, SGH-F480L,Proprietary,,0
35716903,Gfive,GFIVE U808,GFIVE U808\, U800,Proprietary,,0
35716904,Samsung,E1220I,,Proprietary,,0
35717000,Onda,A310,A310\, N1010,Proprietary,,0
35717001,Hu Nan Zhong,Zy93,,Proprietary,,0
35717002,Shenzhen Sky Tango,Tecno T630+,,Proprietary,,0
35717003,Gfive,GFIVE T33+,,Proprietary,,0
35717004,Samsung,M280S,,Proprietary,,0
35717100,Key Seven Apsdenmark,RemTec,,Proprietary,,0
35717101,Mobiwire Sas,My505z,,Proprietary,,0
35717102,Qingdao Hisense Communications,Hisense Hs,Hisense Hs-d90,Proprietary,,0
35717103,Samsung,Samsung Sgh A886 Forever,,Proprietary,,0
35717104,Netcomm Wireless Limited,NetComm 3G42W,,Proprietary,,0
35717200,Samsung,SGH,SGH-D510,Proprietary,,0
35717201,Samsung,SGH,SGH-J600,Proprietary,,0
35717202,Shenzhen Unitone Electronics,Unc,Unc-f5910,Proprietary,,0
35717203,Samsung,Samsung S7070 Diva,,Proprietary,,0
35717204,Ct Asiahkltd,BLU Bar Q,,Proprietary,,0
35717300,Vd Mais,DATECS REGISTRATOR,,Proprietary,,0
35717301,Samsung,SGH,SGH-D880\, SGH-D880DualSIM,Proprietary,,0
35717302,Shenzhen Elitek Communication,Elitek M30,,Proprietary,,0
35717303,Dell,B3g,,Proprietary,,0
35717304,Ct Asiahkltd,BLU Deejay DeejayII Click,,Proprietary,,0
35717400,Sagemcom,TiGR150G,,Proprietary,,0
35717401,Shenzhen Gaoxinqi Technology,Gxq L6308,,Proprietary,,0
35717402,Guangzhou Soqoo Communication,Sq,Sq-m89,Proprietary,,0
35717403,Dell,Dgp,Dgp-5bw,Proprietary,,0
35717404,Research In Motion,BlackBerry 9780 Bold,,Blackberry,,0
35717500,Samsung,S500i,SGH-S500i,Proprietary,,0
35717501,Shenzhen Konka Telecommunications,Konka D336,,Proprietary,,0
35717502,Mirc Electronics Ltd,V115,,Proprietary,,0
35717503,Jiangsu Gaotong Technology,Gt Md989,,Proprietary,,0
35717504,Research In Motion,BlackBerry 9780 Bold,,Blackberry,,0
35717600,Lg,B2250,B2250\, ElectronicsB2250,Proprietary,,0
35717601,Shenzhen Konka Telecommunications,Blue Star Ks03,,Proprietary,,0
35717602,Mirc Electronics Ltd,V100,,Proprietary,,0
35717603,Sourcehkltd,Joy,Joy-jd-203,Proprietary,,0
35717604,U-Blox Ag,LEON,LEON-G100,Proprietary,,0
35717700,Lg,W810,,Proprietary,,0
35717701,Huizhou Cayon Technology,Huizhou Cayon V136,,Proprietary,,0
35717702,Mirc Electronics Ltd,G500,,Proprietary,,0
35717703,Eiroga,Eiroga N73+,,Proprietary,,0
35717704,Ptmetrotech Jaya Komunika,Nexian MDM,Nexian MDM-1000,Proprietary,,0
35717800,Lg,L352i,,Proprietary,,0
35717801,Samsung,SGH,SGH-D880\, SGH-D880DualSIM,Proprietary,,0
35717802,Mirc Electronics Ltd,G630,,Proprietary,,0
35717803,Sourcehkltd,Joy,Joy-jd-501,Proprietary,,0
35717804,Ptmetrotech Jaya Komunika,NX,NX-G330,Proprietary,,0
35717900,Huizhou Qiaoxing Telecommunications,RCA300,,Proprietary,,0
35717901,Huizhou Cayon Technology,Huizhou Cayon V136,,Proprietary,,0
35717902,Mirc Electronics Ltd,G470,,Proprietary,,0
35717903,Sourcehkltd,Joy,Joy-jd-202,Proprietary,,0
35717904,Lg,T325,,Proprietary,,0
35718000,Huizhou Qiaoxing Telecommunications,TH300,,Proprietary,,0
35718001,Alcatel,Alcatel One Touch E227,Alcatel One Touch E227\, OneTouch E227,Proprietary,,0
35718002,Mirc Electronics Ltd,G480,,Proprietary,,0
35718003,Sourcehkltd,Joy,Joy-jd-301,Proprietary,,0
35718004,Samsung,T330G,,Proprietary,,0
35718100,Xcute,DV2 xcute,,Proprietary,,0
35718101,Cec Telecom Co,Cect V999,,Proprietary,,0
35718102,Mirc Electronics Ltd,F850,,Proprietary,,0
35718103,Ningbo Yidong Electronic,Ht895,,Proprietary,,0
35718104,Samsung,M240K,,Proprietary,,0
35718200,Siemens,CC75,,Proprietary,,0
35718201,Jiangsu Gaotong Technology,Gt Mobile Gt G592,,Proprietary,,0
35718202,Cinterion Wireless Modules,Ac75iapc,,Proprietary,,0
35718203,Sourcehkltd,Joy,Joy-jd-601,Proprietary,,0
35718204,Ericsson,F5521gw,,Proprietary,,0
35718300,Siemens,CC75,,Proprietary,,0
35718301,Jiangsu Gaotong Technology,Gt J618,,Proprietary,,0
35718302,Cinterion Wireless Modules,Ac75ib,,Proprietary,,0
35718303,Joy,Joy,Joy-js-201\, JS-201,Proprietary,,0
35718304,Cinterion Wireless Modules,EGS5,,Proprietary,,0
35718400,Plum,Rejestrator impulsow MacR3,,Proprietary,,0
35718401,Ezze Mobile Tech,Eml4,,Proprietary,,0
35718402,Cinterion Wireless Modules,Cinterion Ac65i,,Proprietary,,0
35718403,Bishenginternationalco,Generation X  Gx,Generation X  Gx-888,Proprietary,,0
35718404,Samsung,E1190,,Proprietary,,0
35718500,Tcl Mobile Communication,GE80,GE80-A,Proprietary,,0
35718501,Shenzhen Gaoxinqi Technology,Gxq M308,,Proprietary,,0
35718502,Cinterion Wireless Modules,Ac65iapc,,Proprietary,,0
35718503,Vaino,Vaino  3288,,Proprietary,,0
35718504,Samsung,E1050V,,Proprietary,,0
35718600,Tcl Mobile Communication,D808,,Proprietary,,0
35718601,Shenzhen Gaoxinqi Technology,Gxq M368,,Proprietary,,0
35718602,Xiamen Hongkang Technology,Hk558,,Proprietary,,0
35718603,Ctc Electronicshklimited,Vaino  3288,,Proprietary,,0
35718604,Buffalo Inc,Buffalo Inc BF,Buffalo Inc BF-01C,Proprietary,,1
35718700,Tcl Mobile Communication,D608,,Proprietary,,0
35718701,Amoi Mobile Co,E6,,Proprietary,,0
35718702,Xiamen Hongkang Technology,Hk158,,Proprietary,,0
35718703,Simcom Limited,V8,,Proprietary,,0
35718704,Compal Communications Inc,COMPALCOMM CAP2,,Proprietary,,0
35718800,Tcl Mobile Communication,GD81,GD81-3,Proprietary,,0
35718802,Shenzhen Kdi Communication,D58,,Proprietary,,0
35718803,Shenzhen Enet Times,Pagaria P9090,,Proprietary,,0
35718804,Lg,L,L-07C,Proprietary,,0
35718900,Tcl Mobile Communication,GD85,GD85-5,Proprietary,,0
35718901,Jinggangshan Ckingjiangxicommunicat,Huayu F681,,Proprietary,,0
35718902,Shenzhen Vita Electronic,V59,,Proprietary,,0
35718903,Vaino,Vaino 3388,,Proprietary,,0
35718904,Onda Communication Spa,ONDA N215,,Proprietary,,0
35719000,Tcl Mobile Communication,GD85,GD85-6,Proprietary,,0
35719001,Jinggangshan Ckingjiangxicommunicat,Huayu T6628,,Proprietary,,0
35719002,Bandshine,Xtelecom,,Proprietary,,0
35719003,Vaino,Vaino 3688,,Proprietary,,0
35719004,Ericsson,F5521gw,,Proprietary,,0
35719100,Tcl Mobile Communication,GD85,GD85-7,Proprietary,,0
35719101,Mobiwire Sas,My610x  My610v My600t,,Proprietary,,0
35719102,Beijing Tianyu Communication,K,K-touch G186,Proprietary,,0
35719103,Sanva,Sanva S990 Business,,Proprietary,,0
35719104,Huawei,U8510 Ideos X3,,Android,,0
35719200,Tcl Mobile Communication,GD85,GD85-8,Proprietary,,0
35719201,Guang Dong Gaoke,Hk100,,Proprietary,,0
35719202,Beijing Tianyu Communication,K,K-touch G188,Proprietary,,0
35719203,Fortune,Fortune F35,,Proprietary,,0
35719204,Samsung,C414R,,Proprietary,,0
35719300,Tcl Mobile Communication,GE80,,Proprietary,,0
35719301,Guang Dong Gaoke,Gk330,,Proprietary,,0
35719302,Shenzhen Kong Profit,Kpt T88,,Proprietary,,0
35719303,Ningbo Yidong Electronic,Ht M598,,Proprietary,,0
35719304,Samsung,C414M,,Proprietary,,0
35719400,Tcl Mobile Communication,GE80,GE80-1,Proprietary,,0
35719401,Simcom Limited,Pc98a,,Proprietary,,0
35719402,Shenzhen Elitek Communication,M560,,Proprietary,,0
35719403,Simcom Limited,Usb Modem Phs300,,Proprietary,,0
35719404,Samsung,GT,GT-i9023 Google Nexus S,Proprietary,,0
35719500,Tcl Mobile Communication,D818,,Proprietary,,0
35719501,Huawei,E960,E960\, E960LAN-Router,Proprietary,,0
35719502,Alcatel,Alcatel Mandarina Duck,Alcatel Mandarina Duck\, MandarinaDuck MD02X\, Mandarina DuckMD02X,Proprietary,,0
35719503,Shanghai Capot Communication,Cherr 3680,,Proprietary,,0
35719504,Shenzhen Kechaoda Technologies,KECHAO K1,,Proprietary,,0
35719600,Samsung,SGH,SGH-E127,Proprietary,,0
35719601,Huawei,E970,,Proprietary,,0
35719602,Bandshine,Xtelecom,,Proprietary,,0
35719603,Vaino,Vaino 3588,,Proprietary,,0
35719604,Shenzhen Kechaoda Technologies,KECHAO K2,,Proprietary,,0
35719700,Sony Ericsson,Z520a,Z520a\, Z520a Ericsson Z520i\, Z520a Z520c Z520i,Proprietary,,0
35719701,Longcheer Technologyshanghaico Ltd,W610,,Proprietary,,0
35719702,Bandshine,Xtelecom,,Proprietary,,0
35719703,Ponsunway,Ponsunway A1+,,Proprietary,,0
35719704,Htc,HTC PG86310,,Proprietary,,0
35719705,Samsung,I9505 Galaxy SIV,,,,
35719800,Sony Ericsson,Z520a,Z520a\, Z520a Ericsson Z520i\, Z520a Z520c Z520i,Proprietary,,0
35719801,Cec,WM61,WM61\, TelecomCo. Ltd. CECT A8+,Proprietary,,0
35719802,Shenzhen Tinno Mobile,Lt A988,,Proprietary,,0
35719803,Shenzhen Xinshi Digital,Top,Top-1 007,Proprietary,,0
35719804,Samsung,S5570L,,Proprietary,,0
35719900,Shenzhen Fortune Communications,ZTC FM668,,Proprietary,,0
35719901,Benq,Siemens C30,,Proprietary,,0
35719902,Bandshine,Xtelecom,,Proprietary,,0
35719903,Vaino,Vaino V858,,Proprietary,,0
35719904,Samsung,C3752,,Proprietary,,0
35720000,Shenzhen Gaoxinqi Technology,H811,,Proprietary,,0
35720001,Dalian Daxian Pantech,X780,,Proprietary,,0
35720002,Extreme,Extreme X2200,,Proprietary,,0
35720003,Vaino,Vaino V898,,Proprietary,,0
35720004,Samsung,C3752,,Proprietary,,0
35720100,Philips,768,,Proprietary,,0
35720101,Dalian Daxian Pantech,Dalian Daxian X877,,Proprietary,,0
35720102,Extreme,Extreme X4400,,Proprietary,,0
35720103,Samsung,Gt,Gt-b3210v,Proprietary,,0
35720104,Zte Corporation,ZTE 007Z,,Proprietary,,0
